board,mark,label,move_num
110000022200001111020212202212222111211121,1,W,550
000000000000000000000000000000000000000000,1,L,551
000000000000000000000000000000000000001000,2,W,552
000000000000000000000000000000000000201000,1,L,553
000000000000000000000000000000000000201100,2,W,554
000000000000000000000000000000000000201120,1,L,555
000000000000000000000000000000001000201120,2,W,556
000000000000000000000000020000001000201120,1,L,557
000000000000000000000000020000001000211120,2,W,558
000000000000000000000000020000021000211120,1,L,559
000000000000000000100000020000021000211120,2,W,560
000000000000000000100000020002021000211120,1,L,561
000000000000000000100010020002021000211120,2,W,562
000000000000000000100010020002021200211120,1,L,563
000000000000000000100010021002021200211120,2,W,564
000000000000000000100010021002221200211120,1,L,565
000000000000000100100010021002221200211120,2,W,566
000000000000000100120010021002221200211120,1,L,567
000000001000000100120010021002221200211120,2,W,568
020000001000000100120010021002221200211120,1,L,569
020000001000000100120010021002221200211121,2,W,570
020000001000000100120010021002221220211121,1,L,571
020000001000000100120010121002221220211121,2,W,572
020000001000000100120010121002221222211121,1,L,573
020000001000000100120010121012221222211121,2,W,574
020000001000000100120012121012221222211121,1,L,575
020000001000000100120012121112221222211121,2,W,576
000000000000000000000000000000000000000000,1,L,577
000000000000000000000000000000000001000000,2,W,578
000000000000000000000000000000000001200000,1,L,579
000000000000000000000000000000000001201000,2,W,580
000000000000000000000000000000000001201020,1,L,581
000000000000000000000000000010000001201020,2,W,582
000000000000000000000000000010020001201020,1,L,583
000000000000000000000000000010020001211020,2,W,584
000000000000000000000000200010020001211020,1,L,585
000000000000000000000000200010120001211020,2,W,586
000000000000000002000000200010120001211020,1,L,587
000000000010000002000000200010120001211020,2,W,588
000000000010000002000000200010120201211020,1,L,589
000000000010000002000000201010120201211020,2,W,590
000000000010000002000000201012120201211020,1,L,591
000000000010000002000000201012120201211120,2,W,592
000000000010000002000020201012120201211120,1,L,593
000000000010000102000020201012120201211120,2,W,594
000000000010000102000220201012120201211120,1,L,595
000000001010000102000220201012120201211120,2,W,596
000000001010000102000222201012120201211120,1,L,597
000000001010001102000222201012120201211120,2,W,598
000000021010001102000222201012120201211120,1,L,599
100000021010001102000222201012120201211120,2,W,600
120000021010001102000222201012120201211120,1,L,601
120000021010001112000222201012120201211120,2,W,602
120000021210001112000222201012120201211120,1,L,603
120000021210001112010222201012120201211120,2,W,604
122000021210001112010222201012120201211120,1,L,605
122100021210001112010222201012120201211120,2,W,606
122100021210001112010222201012122201211120,1,L,607
122100021210001112010222211012122201211120,2,W,608
122100021210001112210222211012122201211120,1,L,609
122100021211001112210222211012122201211120,2,W,610
122120021211001112210222211012122201211120,1,L,611
122120021211101112210222211012122201211120,2,W,612
122122021211101112210222211012122201211120,1,L,613
122122021211101112210222211012122201211121,2,W,614
000000000000000000000000000000000000000000,1,L,615
000000000000000000000000000000000000001000,2,W,616
000000000000000000000000000000000000001020,1,L,617
000000000000000000000000000000000000001120,2,W,618
000000000000000000000000000000000000021120,1,L,619
000000000000000000000000000000010000021120,2,W,620
000000000000000000000000000000012000021120,1,L,621
000000000000000000000000100000012000021120,2,W,622
000000000000000002000000100000012000021120,1,L,623
000000000010000002000000100000012000021120,2,W,624
000000000010000002000000120000012000021120,1,L,625
000000000010000002000000120000012000121120,2,W,626
000000000010000002200000120000012000121120,1,L,627
000000000011000002200000120000012000121120,2,W,628
000000000011000002200000120000012200121120,1,L,629
000000000011000002200000120000012201121120,2,W,630
000000000000000000000000000000000000000000,1,D,631
000000000000000000000000000000000001000000,2,D,632
000000000000000000000000000000000001002000,1,D,633
000000000000000000000000000000000001002100,2,D,634
000000000000000000000000000000020001002100,1,D,635
000000000000000000000000100000020001002100,2,D,636
000000000000000000000000100000022001002100,1,D,637
000000000000000001000000100000022001002100,2,D,638
000000000020000001000000100000022001002100,1,D,639
000000000020000001000000110000022001002100,2,D,640
000000000020000001200000110000022001002100,1,D,641
000100000020000001200000110000022001002100,2,D,642
000100000020000001200000110000022001002102,1,D,643
000100000020000001200000110000022011002102,2,D,644
000100000020000001200000110200022011002102,1,D,645
000100000020000001201000110200022011002102,2,D,646
000100000022000001201000110200022011002102,1,D,647
000100000022010001201000110200022011002102,2,D,648
000120000022010001201000110200022011002102,1,D,649
000120000022010001201000110210022011002102,2,D,650
000120000022010001201200110210022011002102,1,D,651
000120000022010001201200110210022011002112,2,D,652
000120000022012001201200110210022011002112,1,D,653
000120100022012001201200110210022011002112,2,D,654
000120100022012001201200110210022011022112,1,D,655
000120100022012001201200110210122011022112,2,D,656
000120120022012001201200110210122011022112,1,D,657
100120120022012001201200110210122011022112,2,D,658
100120120022012001201202110210122011022112,1,D,659
